# Tracker With No Misalignments
#
#
#
 TABLE TrkAlignTracker
#row, strawid, dx, dy, dz, rx, ry, rz
15241, 26_2_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15242, 26_2_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15243, 26_2_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15244, 26_2_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15245, 26_2_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15246, 26_2_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15247, 26_2_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15248, 26_2_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15249, 26_2_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15250, 26_2_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15251, 26_2_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15252, 26_2_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15253, 26_2_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15254, 26_2_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15255, 26_2_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15256, 26_2_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15257, 26_2_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15258, 26_2_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15259, 26_2_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15260, 26_2_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15261, 26_2_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15262, 26_2_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15263, 26_2_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15264, 26_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15265, 26_3_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15266, 26_3_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15267, 26_3_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15268, 26_3_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15269, 26_3_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15270, 26_3_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15271, 26_3_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15272, 26_3_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15273, 26_3_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15274, 26_3_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15275, 26_3_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15276, 26_3_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15277, 26_3_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15278, 26_3_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15279, 26_3_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15280, 26_3_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15281, 26_3_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15282, 26_3_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15283, 26_3_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15284, 26_3_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15285, 26_3_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15286, 26_3_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15287, 26_3_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15288, 26_3_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15289, 26_3_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15290, 26_3_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15291, 26_3_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15292, 26_3_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15293, 26_3_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15294, 26_3_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15295, 26_3_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15296, 26_3_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15297, 26_3_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15298, 26_3_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15299, 26_3_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15300, 26_3_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15301, 26_3_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15302, 26_3_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15303, 26_3_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15304, 26_3_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15305, 26_3_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15306, 26_3_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15307, 26_3_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15308, 26_3_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15309, 26_3_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15310, 26_3_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15311, 26_3_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15312, 26_3_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15313, 26_3_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15314, 26_3_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15315, 26_3_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15316, 26_3_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15317, 26_3_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15318, 26_3_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15319, 26_3_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15320, 26_3_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15321, 26_3_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15322, 26_3_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15323, 26_3_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15324, 26_3_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15325, 26_3_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15326, 26_3_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15327, 26_3_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15328, 26_3_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15329, 26_3_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15330, 26_3_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15331, 26_3_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15332, 26_3_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15333, 26_3_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15334, 26_3_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15335, 26_3_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15336, 26_3_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15337, 26_3_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15338, 26_3_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15339, 26_3_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15340, 26_3_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15341, 26_3_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15342, 26_3_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15343, 26_3_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15344, 26_3_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15345, 26_3_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15346, 26_3_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15347, 26_3_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15348, 26_3_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15349, 26_3_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15350, 26_3_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15351, 26_3_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15352, 26_3_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15353, 26_3_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15354, 26_3_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15355, 26_3_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15356, 26_3_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15357, 26_3_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15358, 26_3_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15359, 26_3_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15360, 26_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15361, 26_4_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15362, 26_4_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15363, 26_4_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15364, 26_4_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15365, 26_4_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15366, 26_4_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15367, 26_4_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15368, 26_4_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15369, 26_4_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15370, 26_4_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15371, 26_4_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15372, 26_4_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15373, 26_4_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15374, 26_4_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15375, 26_4_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15376, 26_4_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15377, 26_4_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15378, 26_4_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15379, 26_4_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15380, 26_4_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15381, 26_4_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15382, 26_4_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15383, 26_4_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15384, 26_4_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15385, 26_4_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15386, 26_4_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15387, 26_4_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15388, 26_4_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15389, 26_4_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15390, 26_4_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15391, 26_4_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15392, 26_4_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15393, 26_4_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15394, 26_4_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15395, 26_4_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15396, 26_4_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15397, 26_4_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15398, 26_4_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15399, 26_4_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15400, 26_4_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15401, 26_4_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15402, 26_4_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15403, 26_4_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15404, 26_4_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15405, 26_4_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15406, 26_4_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15407, 26_4_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15408, 26_4_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15409, 26_4_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15410, 26_4_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15411, 26_4_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15412, 26_4_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15413, 26_4_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15414, 26_4_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15415, 26_4_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15416, 26_4_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15417, 26_4_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15418, 26_4_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15419, 26_4_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15420, 26_4_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15421, 26_4_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15422, 26_4_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15423, 26_4_63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15424, 26_4_64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15425, 26_4_65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15426, 26_4_66, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15427, 26_4_67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15428, 26_4_68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15429, 26_4_69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15430, 26_4_70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15431, 26_4_71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15432, 26_4_72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15433, 26_4_73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15434, 26_4_74, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15435, 26_4_75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15436, 26_4_76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15437, 26_4_77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15438, 26_4_78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15439, 26_4_79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15440, 26_4_80, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15441, 26_4_81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15442, 26_4_82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15443, 26_4_83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15444, 26_4_84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15445, 26_4_85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15446, 26_4_86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15447, 26_4_87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15448, 26_4_88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15449, 26_4_89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15450, 26_4_90, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15451, 26_4_91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15452, 26_4_92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15453, 26_4_93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15454, 26_4_94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15455, 26_4_95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15456, 26_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15457, 26_5_1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15458, 26_5_2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15459, 26_5_3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15460, 26_5_4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15461, 26_5_5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15462, 26_5_6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15463, 26_5_7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15464, 26_5_8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15465, 26_5_9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15466, 26_5_10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15467, 26_5_11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15468, 26_5_12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15469, 26_5_13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15470, 26_5_14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15471, 26_5_15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15472, 26_5_16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15473, 26_5_17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15474, 26_5_18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15475, 26_5_19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15476, 26_5_20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15477, 26_5_21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15478, 26_5_22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15479, 26_5_23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15480, 26_5_24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15481, 26_5_25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15482, 26_5_26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15483, 26_5_27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15484, 26_5_28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15485, 26_5_29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15486, 26_5_30, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15487, 26_5_31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15488, 26_5_32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15489, 26_5_33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15490, 26_5_34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15491, 26_5_35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15492, 26_5_36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15493, 26_5_37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15494, 26_5_38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15495, 26_5_39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15496, 26_5_40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15497, 26_5_41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15498, 26_5_42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15499, 26_5_43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15500, 26_5_44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15501, 26_5_45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15502, 26_5_46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15503, 26_5_47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15504, 26_5_48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15505, 26_5_49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15506, 26_5_50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15507, 26_5_51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15508, 26_5_52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15509, 26_5_53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15510, 26_5_54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15511, 26_5_55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15512, 26_5_56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15513, 26_5_57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15514, 26_5_58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15515, 26_5_59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15516, 26_5_60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15517, 26_5_61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15518, 26_5_62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
